customer_id,name,email,region,signup_date
CUST000037,Customer 37,customer37@example.com,MEA,2024-06-24
CUST000038,Customer 38,customer38@example.com,EU,2024-09-07
CUST000039,Customer 39,customer39@example.com,LATAM,2025-04-18
CUST000040,Customer 40,customer40@example.com,MEA,2024-10-03
CUST000041,Customer 41,customer41@example.com,APAC,2024-08-12
CUST000042,Customer 42,customer42@example.com,EU,2024-02-27
CUST000043,Customer 43,customer43@example.com,APAC,2024-02-02
CUST000044,Customer 44,customer44@example.com,APAC,2025-02-14
CUST000045,Customer 45,customer45@example.com,EU,2024-03-08
CUST000046,Customer 46,customer46@example.com,APAC,2025-08-03
CUST000047,Customer 47,customer47@example.com,LATAM,2024-08-05
CUST000048,Customer 48,customer48@example.com,LATAM,2025-02-09
CUST000049,Customer 49,customer49@example.com,APAC,2024-05-26
CUST000050,Customer 50,customer50@example.com,EU,2024-05-22
CUST000051,Customer 51,customer51@example.com,MEA,2025-07-28
CUST000052,Customer 52,customer52@example.com,MEA,2024-09-26
CUST000053,Customer 53,customer53@example.com,MEA,2025-03-14
CUST000054,Customer 54,customer54@example.com,APAC,2025-02-12
CUST000055,Customer 55,customer55@example.com,EU,2024-08-12
CUST000056,Customer 56,customer56@example.com,LATAM,2025-06-05
CUST000057,Customer 57,customer57@example.com,NA,2024-04-03
CUST000058,Customer 58,customer58@example.com,EU,2024-04-22
CUST000059,Customer 59,customer59@example.com,LATAM,2024-06-12
CUST000060,Customer 60,customer60@example.com,LATAM,2024-03-06
CUST000061,Customer 61,customer61@example.com,MEA,2025-01-25
CUST000062,Customer 62,customer62@example.com,MEA,2025-04-24
CUST000063,Customer 63,customer63@example.com,MEA,2024-09-14
CUST000064,Customer 64,customer64@example.com,NA,2024-01-12
CUST000065,Customer 65,customer65@example.com,APAC,2025-07-03
CUST000066,Customer 66,customer66@example.com,NA,2024-12-14
CUST000067,Customer 67,customer67@example.com,LATAM,2024-10-27
CUST000068,Customer 68,customer68@example.com,LATAM,2024-06-10
CUST000069,Customer 69,customer69@example.com,APAC,2024-01-04
CUST000070,Customer 70,customer70@example.com,EU,2025-05-27
CUST000071,Customer 71,customer71@example.com,NA,2025-06-03
CUST000072,Customer 72,customer72@example.com,MEA,2024-11-01
CUST000073,Customer 73,customer73@example.com,EU,2024-07-22
CUST000074,Customer 74,customer74@example.com,EU,2025-01-17
CUST000075,Customer 75,customer75@example.com,MEA,2025-07-06
CUST000076,Customer 76,customer76@example.com,MEA,2024-01-01
CUST000077,Customer 77,customer77@example.com,LATAM,2024-11-27
CUST000078,Customer 78,customer78@example.com,NA,2024-01-20
CUST000079,Customer 79,customer79@example.com,APAC,2025-01-06
CUST000080,Customer 80,customer80@example.com,NA,2024-09-02
CUST000081,Customer 81,customer81@example.com,MEA,2024-09-03
CUST000082,Customer 82,customer82@example.com,NA,2024-03-21
CUST000083,Customer 83,customer83@example.com,NA,2025-05-12
CUST000084,Customer 84,customer84@example.com,EU,2025-06-29
CUST000085,Customer 85,customer85@example.com,LATAM,2024-05-11
CUST000086,Customer 86,customer86@example.com,EU,2025-07-16
CUST000087,Customer 87,customer87@example.com,MEA,2024-09-28
CUST000088,Customer 88,customer88@example.com,EU,2025-03-09
CUST000089,Customer 89,customer89@example.com,EU,2025-07-06
CUST000090,Customer 90,customer90@example.com,LATAM,2024-11-15
CUST000091,Customer 91,customer91@example.com,LATAM,2025-01-17
CUST000092,Customer 92,customer92@example.com,LATAM,2025-06-13
CUST000093,Customer 93,customer93@example.com,EU,2024-05-03
CUST000094,Customer 94,customer94@example.com,NA,2024-08-18
CUST000095,Customer 95,customer95@example.com,NA,2024-12-12
CUST000096,Customer 96,customer96@example.com,EU,2025-07-21
CUST000097,Customer 97,customer97@example.com,NA,2024-08-13
CUST000098,Customer 98,customer98@example.com,NA,2024-03-13
CUST000099,Customer 99,customer99@example.com,NA,2024-08-22
CUST000100,Customer 100,customer100@example.com,APAC,2024-02-02
CUST000101,Customer 101,customer101@example.com,MEA,2024-03-13
CUST000102,Customer 102,customer102@example.com,APAC,2024-08-31
CUST000103,Customer 103,customer103@example.com,EU,2025-05-12
CUST000104,Customer 104,customer104@example.com,EU,2025-07-06
CUST000105,Customer 105,customer105@example.com,MEA,2025-08-07
CUST000106,Customer 106,customer106@example.com,EU,2025-04-29
CUST000107,Customer 107,customer107@example.com,LATAM,2025-04-29
CUST000108,Customer 108,customer108@example.com,NA,2024-07-13
CUST000109,Customer 109,customer109@example.com,LATAM,2024-04-09
CUST000110,Customer 110,customer110@example.com,LATAM,2024-12-28
CUST000111,Customer 111,customer111@example.com,LATAM,2025-02-24
CUST000112,Customer 112,customer112@example.com,NA,2024-02-25
CUST000113,Customer 113,customer113@example.com,LATAM,2024-03-03
CUST000114,Customer 114,customer114@example.com,NA,2024-12-13
CUST000115,Customer 115,customer115@example.com,EU,2024-09-11
CUST000116,Customer 116,customer116@example.com,MEA,2024-07-13
CUST000117,Customer 117,customer117@example.com,EU,2025-04-04
CUST000118,Customer 118,customer118@example.com,EU,2025-03-08
CUST000119,Customer 119,customer119@example.com,LATAM,2024-10-12
CUST000120,Customer 120,customer120@example.com,NA,2024-09-12
CUST000121,Customer 121,customer121@example.com,MEA,2025-03-29
CUST000122,Customer 122,customer122@example.com,NA,2024-04-10
CUST000123,Customer 123,customer123@example.com,NA,2025-07-07
CUST000124,Customer 124,customer124@example.com,EU,2024-04-05
CUST000125,Customer 125,customer125@example.com,LATAM,2024-06-19
CUST000126,Customer 126,customer126@example.com,LATAM,2025-05-12
CUST000127,Customer 127,customer127@example.com,LATAM,2024-08-06
CUST000128,Customer 128,customer128@example.com,EU,2024-03-01
CUST000129,Customer 129,customer129@example.com,NA,2025-01-23
CUST000130,Customer 130,customer130@example.com,APAC,2025-02-03
CUST000131,Customer 131,customer131@example.com,APAC,2025-04-10
CUST000132,Customer 132,customer132@example.com,MEA,2025-03-09
CUST000133,Customer 133,customer133@example.com,EU,2025-05-13
CUST000134,Customer 134,customer134@example.com,APAC,2024-07-13
CUST000135,Customer 135,customer135@example.com,NA,2024-08-10
CUST000136,Customer 136,customer136@example.com,MEA,2025-08-16
CUST000137,Customer 137,customer137@example.com,APAC,2024-03-03
CUST000138,Customer 138,customer138@example.com,NA,2024-02-28
CUST000139,Customer 139,customer139@example.com,LATAM,2025-08-21
CUST000140,Customer 140,customer140@example.com,MEA,2025-05-29
CUST000141,Customer 141,customer141@example.com,NA,2024-06-10
CUST000142,Customer 142,customer142@example.com,NA,2025-06-04
CUST000143,Customer 143,customer143@example.com,NA,2024-07-09
CUST000144,Customer 144,customer144@example.com,EU,2024-03-10
CUST000145,Customer 145,customer145@example.com,NA,2025-02-17
CUST000146,Customer 146,customer146@example.com,EU,2025-08-06
CUST000147,Customer 147,customer147@example.com,MEA,2025-08-15
CUST000148,Customer 148,customer148@example.com,MEA,2024-02-10
CUST000149,Customer 149,customer149@example.com,LATAM,2024-03-24
CUST000150,Customer 150,customer150@example.com,MEA,2025-08-20
CUST000151,Customer 151,customer151@example.com,APAC,2025-06-19
CUST000152,Customer 152,customer152@example.com,EU,2024-09-24
CUST000153,Customer 153,customer153@example.com,EU,2024-11-17
CUST000154,Customer 154,customer154@example.com,LATAM,2024-09-28
CUST000155,Customer 155,customer155@example.com,APAC,2024-05-14
CUST000156,Customer 156,customer156@example.com,APAC,2025-04-13
CUST000157,Customer 157,customer157@example.com,NA,2024-03-15
CUST000158,Customer 158,customer158@example.com,MEA,2025-04-14
CUST000159,Customer 159,customer159@example.com,NA,2025-07-30
CUST000160,Customer 160,customer160@example.com,MEA,2024-03-16
CUST000161,Customer 161,customer161@example.com,MEA,2024-08-06
CUST000162,Customer 162,customer162@example.com,EU,2024-09-28
CUST000163,Customer 163,customer163@example.com,NA,2024-12-23
CUST000164,Customer 164,customer164@example.com,APAC,2024-09-07
CUST000165,Customer 165,customer165@example.com,EU,2024-10-18
CUST000166,Customer 166,customer166@example.com,MEA,2025-03-24
CUST000167,Customer 167,customer167@example.com,MEA,2024-11-05
CUST000168,Customer 168,customer168@example.com,NA,2025-06-25
CUST000169,Customer 169,customer169@example.com,APAC,2025-07-21
CUST000170,Customer 170,customer170@example.com,EU,2024-04-16
CUST000171,Customer 171,customer171@example.com,NA,2024-09-27
CUST000172,Customer 172,customer172@example.com,MEA,2024-04-19
CUST000173,Customer 173,customer173@example.com,APAC,2024-06-08
CUST000174,Customer 174,customer174@example.com,MEA,2024-10-15
CUST000175,Customer 175,customer175@example.com,APAC,2024-08-03
CUST000176,Customer 176,customer176@example.com,APAC,2024-07-27
CUST000177,Customer 177,customer177@example.com,LATAM,2025-06-01
CUST000178,Customer 178,customer178@example.com,NA,2024-09-14
CUST000179,Customer 179,customer179@example.com,LATAM,2024-04-04
CUST000180,Customer 180,customer180@example.com,NA,2024-10-10
CUST000181,Customer 181,customer181@example.com,APAC,2024-01-04
CUST000182,Customer 182,customer182@example.com,APAC,2024-05-13
CUST000183,Customer 183,customer183@example.com,LATAM,2024-06-14
CUST000184,Customer 184,customer184@example.com,LATAM,2025-07-18
CUST000185,Customer 185,customer185@example.com,NA,2025-07-28
CUST000186,Customer 186,customer186@example.com,NA,2024-04-24
CUST000187,Customer 187,customer187@example.com,MEA,2024-06-01
CUST000188,Customer 188,customer188@example.com,APAC,2024-02-06
CUST000189,Customer 189,customer189@example.com,MEA,2025-08-19
CUST000190,Customer 190,customer190@example.com,LATAM,2024-05-31
CUST000191,Customer 191,customer191@example.com,NA,2024-05-10
CUST000192,Customer 192,customer192@example.com,APAC,2024-11-11
CUST000193,Customer 193,customer193@example.com,APAC,2024-02-10
CUST000194,Customer 194,customer194@example.com,EU,2024-08-03
CUST000195,Customer 195,customer195@example.com,APAC,2024-04-15
CUST000196,Customer 196,customer196@example.com,LATAM,2025-07-27
CUST000197,Customer 197,customer197@example.com,EU,2024-06-07
CUST000198,Customer 198,customer198@example.com,EU,2024-06-15
CUST000199,Customer 199,customer199@example.com,NA,2025-02-26
CUST000200,Customer 200,customer200@example.com,APAC,2024-07-02
CUST000201,Customer 201,customer201@example.com,EU,2025-02-25
CUST000202,Customer 202,customer202@example.com,EU,2024-09-30
CUST000203,Customer 203,customer203@example.com,LATAM,2024-04-20
CUST000204,Customer 204,customer204@example.com,LATAM,2024-02-09
CUST000205,Customer 205,customer205@example.com,EU,2024-08-15
CUST000206,Customer 206,customer206@example.com,APAC,2025-04-16
CUST000207,Customer 207,customer207@example.com,EU,2024-11-08
CUST000208,Customer 208,customer208@example.com,NA,2024-08-16
CUST000209,Customer 209,customer209@example.com,LATAM,2024-07-16
CUST000210,Customer 210,customer210@example.com,APAC,2024-12-02
CUST000211,Customer 211,customer211@example.com,APAC,2024-03-12
CUST000212,Customer 212,customer212@example.com,MEA,2024-12-25
CUST000213,Customer 213,customer213@example.com,MEA,2025-02-13
CUST000214,Customer 214,customer214@example.com,NA,2024-12-05
CUST000215,Customer 215,customer215@example.com,APAC,2024-04-28
CUST000216,Customer 216,customer216@example.com,MEA,2024-07-01
CUST000217,Customer 217,customer217@example.com,NA,2024-09-28
CUST000218,Customer 218,customer218@example.com,MEA,2024-04-21
CUST000219,Customer 219,customer219@example.com,APAC,2025-03-20
CUST000220,Customer 220,customer220@example.com,LATAM,2024-11-17
CUST000221,Customer 221,customer221@example.com,NA,2025-06-07
CUST000222,Customer 222,customer222@example.com,MEA,2025-01-29
CUST000223,Customer 223,customer223@example.com,APAC,2024-07-13
CUST000224,Customer 224,customer224@example.com,LATAM,2024-02-15
CUST000225,Customer 225,customer225@example.com,MEA,2024-01-02
CUST000226,Customer 226,customer226@example.com,EU,2025-07-05
CUST000227,Customer 227,customer227@example.com,LATAM,2025-01-07
CUST000228,Customer 228,customer228@example.com,APAC,2024-03-12
CUST000229,Customer 229,customer229@example.com,NA,2024-11-17
CUST000230,Customer 230,customer230@example.com,MEA,2024-11-03
CUST000231,Customer 231,customer231@example.com,LATAM,2024-11-12
CUST000232,Customer 232,customer232@example.com,LATAM,2024-11-30
CUST000233,Customer 233,customer233@example.com,MEA,2024-10-29
CUST000234,Customer 234,customer234@example.com,EU,2024-05-10
CUST000235,Customer 235,customer235@example.com,LATAM,2025-03-06
CUST000236,Customer 236,customer236@example.com,MEA,2024-06-27
CUST000237,Customer 237,customer237@example.com,APAC,2025-08-05
CUST000238,Customer 238,customer238@example.com,MEA,2025-02-19
CUST000239,Customer 239,customer239@example.com,APAC,2024-01-01
CUST000240,Customer 240,customer240@example.com,EU,2024-10-20
CUST000241,Customer 241,customer241@example.com,MEA,2025-03-16
CUST000242,Customer 242,customer242@example.com,LATAM,2024-11-25
CUST000243,Customer 243,customer243@example.com,LATAM,2025-03-28
CUST000244,Customer 244,customer244@example.com,MEA,2024-08-06
CUST000245,Customer 245,customer245@example.com,EU,2025-04-29
CUST000246,Customer 246,customer246@example.com,APAC,2024-03-27
CUST000247,Customer 247,customer247@example.com,MEA,2025-06-11
CUST000248,Customer 248,customer248@example.com,NA,2024-12-09
CUST000249,Customer 249,customer249@example.com,APAC,2024-08-28
CUST000250,Customer 250,customer250@example.com,EU,2024-08-18
CUST000251,Customer 251,customer251@example.com,NA,2024-05-30
CUST000252,Customer 252,customer252@example.com,EU,2024-02-17
CUST000253,Customer 253,customer253@example.com,MEA,2025-05-01
CUST000254,Customer 254,customer254@example.com,LATAM,2024-03-15
CUST000255,Customer 255,customer255@example.com,MEA,2025-02-28
CUST000256,Customer 256,customer256@example.com,LATAM,2024-07-18
CUST000257,Customer 257,customer257@example.com,LATAM,2025-05-21
CUST000258,Customer 258,customer258@example.com,EU,2024-09-06
CUST000259,Customer 259,customer259@example.com,NA,2024-01-06
CUST000260,Customer 260,customer260@example.com,EU,2025-03-11
CUST000261,Customer 261,customer261@example.com,MEA,2024-06-29
CUST000262,Customer 262,customer262@example.com,NA,2025-04-20
CUST000263,Customer 263,customer263@example.com,EU,2025-07-24
CUST000264,Customer 264,customer264@example.com,LATAM,2024-05-04
CUST000265,Customer 265,customer265@example.com,LATAM,2024-05-16
CUST000266,Customer 266,customer266@example.com,MEA,2025-06-27
CUST000267,Customer 267,customer267@example.com,LATAM,2024-11-20
CUST000268,Customer 268,customer268@example.com,LATAM,2025-05-31
CUST000269,Customer 269,customer269@example.com,LATAM,2025-07-15
CUST000270,Customer 270,customer270@example.com,LATAM,2024-06-11
CUST000271,Customer 271,customer271@example.com,APAC,2025-04-05
CUST000272,Customer 272,customer272@example.com,APAC,2024-09-10
CUST000273,Customer 273,customer273@example.com,LATAM,2025-06-17
CUST000274,Customer 274,customer274@example.com,APAC,2024-09-01
CUST000275,Customer 275,customer275@example.com,NA,2025-03-26
CUST000276,Customer 276,customer276@example.com,EU,2024-10-19
CUST000277,Customer 277,customer277@example.com,APAC,2024-10-05
CUST000278,Customer 278,customer278@example.com,MEA,2024-11-23
CUST000279,Customer 279,customer279@example.com,EU,2024-03-23
CUST000280,Customer 280,customer280@example.com,EU,2024-06-03
CUST000281,Customer 281,customer281@example.com,EU,2025-01-27
CUST000282,Customer 282,customer282@example.com,NA,2024-08-07
CUST000283,Customer 283,customer283@example.com,LATAM,2025-02-28
CUST000284,Customer 284,customer284@example.com,MEA,2024-12-04
CUST000285,Customer 285,customer285@example.com,LATAM,2025-04-22
CUST000286,Customer 286,customer286@example.com,EU,2024-03-04
CUST000287,Customer 287,customer287@example.com,LATAM,2025-03-06
CUST000288,Customer 288,customer288@example.com,NA,2025-08-21
CUST000289,Customer 289,customer289@example.com,LATAM,2025-08-12
CUST000290,Customer 290,customer290@example.com,NA,2025-05-03
CUST000291,Customer 291,customer291@example.com,APAC,2024-12-26
CUST000292,Customer 292,customer292@example.com,LATAM,2025-02-03
CUST000293,Customer 293,customer293@example.com,MEA,2025-07-05
CUST000294,Customer 294,customer294@example.com,LATAM,2024-08-13
CUST000295,Customer 295,customer295@example.com,APAC,2024-08-12
CUST000296,Customer 296,customer296@example.com,LATAM,2025-03-22
CUST000297,Customer 297,customer297@example.com,LATAM,2024-01-30
CUST000298,Customer 298,customer298@example.com,LATAM,2024-12-10
CUST000299,Customer 299,customer299@example.com,LATAM,2024-06-18
CUST000300,Customer 300,customer300@example.com,MEA,2024-05-10
CUST000301,Customer 301,customer301@example.com,NA,2025-06-30
CUST000302,Customer 302,customer302@example.com,MEA,2025-02-07
CUST000303,Customer 303,customer303@example.com,NA,2025-07-31
CUST000304,Customer 304,customer304@example.com,LATAM,2024-03-26
CUST000305,Customer 305,customer305@example.com,LATAM,2024-05-18
CUST000306,Customer 306,customer306@example.com,NA,2024-07-05
CUST000307,Customer 307,customer307@example.com,LATAM,2024-09-23
CUST000308,Customer 308,customer308@example.com,EU,2024-12-01
CUST000309,Customer 309,customer309@example.com,APAC,2025-04-10
CUST000310,Customer 310,customer310@example.com,LATAM,2024-12-11
CUST000311,Customer 311,customer311@example.com,LATAM,2024-10-11
CUST000312,Customer 312,customer312@example.com,NA,2024-09-15
CUST000313,Customer 313,customer313@example.com,NA,2025-04-26
CUST000314,Customer 314,customer314@example.com,NA,2025-07-06
CUST000315,Customer 315,customer315@example.com,EU,2024-12-24
CUST000316,Customer 316,customer316@example.com,NA,2024-03-11
CUST000317,Customer 317,customer317@example.com,EU,2024-02-01
CUST000318,Customer 318,customer318@example.com,NA,2024-07-23
CUST000319,Customer 319,customer319@example.com,EU,2024-06-05
CUST000320,Customer 320,customer320@example.com,LATAM,2024-05-09
CUST000321,Customer 321,customer321@example.com,MEA,2024-04-27
CUST000322,Customer 322,customer322@example.com,LATAM,2024-08-11
CUST000323,Customer 323,customer323@example.com,APAC,2024-09-19
CUST000324,Customer 324,customer324@example.com,MEA,2024-06-20
CUST000325,Customer 325,customer325@example.com,EU,2024-04-27
CUST000326,Customer 326,customer326@example.com,NA,2024-11-14
CUST000327,Customer 327,customer327@example.com,NA,2025-08-15
CUST000328,Customer 328,customer328@example.com,MEA,2024-11-15
CUST000329,Customer 329,customer329@example.com,LATAM,2025-01-19
CUST000330,Customer 330,customer330@example.com,NA,2024-07-22
CUST000331,Customer 331,customer331@example.com,NA,2024-09-05
CUST000332,Customer 332,customer332@example.com,MEA,2024-11-04
CUST000333,Customer 333,customer333@example.com,MEA,2024-05-03
CUST000334,Customer 334,customer334@example.com,APAC,2024-02-12
CUST000335,Customer 335,customer335@example.com,LATAM,2025-06-29
CUST000336,Customer 336,customer336@example.com,NA,2025-01-14
CUST000337,Customer 337,customer337@example.com,APAC,2025-06-02
CUST000338,Customer 338,customer338@example.com,LATAM,2024-01-13
CUST000339,Customer 339,customer339@example.com,NA,2025-05-16
CUST000340,Customer 340,customer340@example.com,APAC,2025-03-19
CUST000341,Customer 341,customer341@example.com,EU,2025-04-15
CUST000342,Customer 342,customer342@example.com,EU,2025-03-21
CUST000343,Customer 343,customer343@example.com,APAC,2025-06-18
CUST000344,Customer 344,customer344@example.com,LATAM,2025-07-05
CUST000345,Customer 345,customer345@example.com,LATAM,2025-04-21
CUST000346,Customer 346,customer346@example.com,APAC,2024-10-01
CUST000347,Customer 347,customer347@example.com,NA,2024-09-08
CUST000348,Customer 348,customer348@example.com,LATAM,2024-10-12
CUST000349,Customer 349,customer349@example.com,LATAM,2024-09-06
CUST000350,Customer 350,customer350@example.com,MEA,2025-08-06
CUST000351,Customer 351,customer351@example.com,APAC,2025-01-23
CUST000352,Customer 352,customer352@example.com,LATAM,2024-01-30
CUST000353,Customer 353,customer353@example.com,EU,2024-11-28
CUST000354,Customer 354,customer354@example.com,EU,2025-05-14
CUST000355,Customer 355,customer355@example.com,APAC,2024-12-29
CUST000356,Customer 356,customer356@example.com,APAC,2024-12-14
CUST000357,Customer 357,customer357@example.com,MEA,2024-10-09
CUST000358,Customer 358,customer358@example.com,MEA,2024-01-11
CUST000359,Customer 359,customer359@example.com,NA,2024-07-14
CUST000360,Customer 360,customer360@example.com,LATAM,2024-09-04
CUST000361,Customer 361,customer361@example.com,MEA,2025-05-15
CUST000362,Customer 362,customer362@example.com,LATAM,2024-09-03
CUST000363,Customer 363,customer363@example.com,LATAM,2025-05-17
CUST000364,Customer 364,customer364@example.com,NA,2024-01-18
CUST000365,Customer 365,customer365@example.com,EU,2024-10-28
CUST000366,Customer 366,customer366@example.com,EU,2025-02-18
CUST000367,Customer 367,customer367@example.com,MEA,2024-11-09
CUST000368,Customer 368,customer368@example.com,LATAM,2025-01-12
CUST000369,Customer 369,customer369@example.com,MEA,2025-07-20
CUST000370,Customer 370,customer370@example.com,LATAM,2024-12-18
CUST000371,Customer 371,customer371@example.com,APAC,2025-07-17
CUST000372,Customer 372,customer372@example.com,LATAM,2024-12-26
CUST000373,Customer 373,customer373@example.com,APAC,2024-10-04
CUST000374,Customer 374,customer374@example.com,EU,2024-09-14
CUST000375,Customer 375,customer375@example.com,EU,2024-05-03
CUST000376,Customer 376,customer376@example.com,NA,2024-11-19
CUST000377,Customer 377,customer377@example.com,EU,2025-07-02
CUST000378,Customer 378,customer378@example.com,EU,2024-07-15
CUST000379,Customer 379,customer379@example.com,APAC,2025-05-10
CUST000380,Customer 380,customer380@example.com,MEA,2025-06-21
CUST000381,Customer 381,customer381@example.com,NA,2024-10-16
CUST000382,Customer 382,customer382@example.com,APAC,2024-07-17
CUST000383,Customer 383,customer383@example.com,APAC,2024-08-20
CUST000384,Customer 384,customer384@example.com,APAC,2024-07-02
CUST000385,Customer 385,customer385@example.com,MEA,2024-01-15
CUST000386,Customer 386,customer386@example.com,APAC,2024-05-09
CUST000387,Customer 387,customer387@example.com,NA,2024-02-16
CUST000388,Customer 388,customer388@example.com,APAC,2025-07-20
CUST000389,Customer 389,customer389@example.com,LATAM,2024-05-09
CUST000390,Customer 390,customer390@example.com,NA,2024-04-15
CUST000391,Customer 391,customer391@example.com,APAC,2025-08-10
CUST000392,Customer 392,customer392@example.com,LATAM,2025-04-25
CUST000393,Customer 393,customer393@example.com,APAC,2025-03-27
CUST000394,Customer 394,customer394@example.com,NA,2024-07-07
CUST000395,Customer 395,customer395@example.com,LATAM,2024-09-15
CUST000396,Customer 396,customer396@example.com,NA,2024-04-26
CUST000397,Customer 397,customer397@example.com,LATAM,2025-02-14
CUST000398,Customer 398,customer398@example.com,MEA,2024-03-16
CUST000399,Customer 399,customer399@example.com,EU,2024-02-24
CUST000400,Customer 400,customer400@example.com,MEA,2024-06-01
CUST000401,Customer 401,customer401@example.com,NA,2024-11-07
CUST000402,Customer 402,customer402@example.com,NA,2024-09-11
CUST000403,Customer 403,customer403@example.com,LATAM,2025-07-25
CUST000404,Customer 404,customer404@example.com,MEA,2024-08-19
CUST000405,Customer 405,customer405@example.com,LATAM,2025-01-24
CUST000406,Customer 406,customer406@example.com,APAC,2025-03-29
CUST000407,Customer 407,customer407@example.com,APAC,2025-03-15
CUST000408,Customer 408,customer408@example.com,MEA,2025-08-05
CUST000409,Customer 409,customer409@example.com,MEA,2024-03-02
CUST000410,Customer 410,customer410@example.com,EU,2024-04-11
CUST000411,Customer 411,customer411@example.com,APAC,2024-08-04
CUST000412,Customer 412,customer412@example.com,EU,2024-03-24
CUST000413,Customer 413,customer413@example.com,EU,2024-09-02
CUST000414,Customer 414,customer414@example.com,NA,2025-07-19
CUST000415,Customer 415,customer415@example.com,NA,2024-06-09
CUST000416,Customer 416,customer416@example.com,LATAM,2025-02-22
CUST000417,Customer 417,customer417@example.com,APAC,2025-04-26
CUST000418,Customer 418,customer418@example.com,EU,2024-02-03
CUST000419,Customer 419,customer419@example.com,APAC,2024-10-22
CUST000420,Customer 420,customer420@example.com,NA,2025-04-09
CUST000421,Customer 421,customer421@example.com,APAC,2024-08-27
CUST000422,Customer 422,customer422@example.com,LATAM,2024-07-21
CUST000423,Customer 423,customer423@example.com,MEA,2024-04-27
CUST000424,Customer 424,customer424@example.com,EU,2024-08-18
CUST000425,Customer 425,customer425@example.com,EU,2024-09-29
CUST000426,Customer 426,customer426@example.com,NA,2024-03-14
CUST000427,Customer 427,customer427@example.com,APAC,2024-06-18
CUST000428,Customer 428,customer428@example.com,APAC,2025-08-05
CUST000429,Customer 429,customer429@example.com,NA,2025-03-25
CUST000430,Customer 430,customer430@example.com,APAC,2025-04-24
CUST000431,Customer 431,customer431@example.com,APAC,2025-02-16
CUST000432,Customer 432,customer432@example.com,MEA,2025-05-27
CUST000433,Customer 433,customer433@example.com,LATAM,2025-05-20
CUST000434,Customer 434,customer434@example.com,MEA,2024-03-23
CUST000435,Customer 435,customer435@example.com,LATAM,2024-02-10
CUST000436,Customer 436,customer436@example.com,MEA,2024-11-26
CUST000437,Customer 437,customer437@example.com,NA,2024-09-13
CUST000438,Customer 438,customer438@example.com,EU,2024-04-03
CUST000439,Customer 439,customer439@example.com,MEA,2025-08-12
CUST000440,Customer 440,customer440@example.com,APAC,2024-01-22
CUST000441,Customer 441,customer441@example.com,NA,2025-08-13
CUST000442,Customer 442,customer442@example.com,LATAM,2024-06-28
CUST000443,Customer 443,customer443@example.com,LATAM,2025-06-15
CUST000444,Customer 444,customer444@example.com,EU,2024-10-11
CUST000445,Customer 445,customer445@example.com,LATAM,2025-08-22
CUST000446,Customer 446,customer446@example.com,NA,2025-05-18
CUST000447,Customer 447,customer447@example.com,APAC,2025-04-26
CUST000448,Customer 448,customer448@example.com,APAC,2025-02-22
CUST000449,Customer 449,customer449@example.com,NA,2024-11-24
CUST000450,Customer 450,customer450@example.com,APAC,2024-06-13
CUST000451,Customer 451,customer451@example.com,LATAM,2025-02-25
CUST000452,Customer 452,customer452@example.com,LATAM,2024-10-22
CUST000453,Customer 453,customer453@example.com,NA,2025-07-17
